 "Time" "Wmdisp" "Wmwg" "wg1" "wg2" "wg3" "wg4"
  2.4120000e+001  1.8746000e+000  5.1260000e-002  2.8300000e-002  2.8300000e-002  5.5750000e-003  5.1250000e-003
  2.4140000e+001  1.8747000e+000  5.1270000e-002  2.8300000e-002  2.8400000e-002  5.5500000e-003  5.0750000e-003
  2.4160000e+001  1.8748000e+000  5.1285000e-002  2.8400000e-002  2.8400000e-002  5.5250000e-003  5.1800000e-003
  2.4180000e+001  1.8749000e+000  5.1300000e-002  2.8400000e-002  2.8500000e-002  5.5900000e-003  5.2000000e-003
  2.4200000e+001  1.8748000e+000  5.1215000e-002  2.8400000e-002  2.8500000e-002  5.6200000e-003  5.1450000e-003
  2.4220000e+001  1.8748000e+000  5.1100000e-002  2.8400000e-002  2.8500000e-002  5.5900000e-003  5.2450000e-003
  2.4240000e+001  1.8743000e+000  5.1040000e-002  2.8400000e-002  2.8500000e-002  5.6450000e-003  5.3300000e-003
  2.4260000e+001  1.8740000e+000  5.0970000e-002  2.8300000e-002  2.8500000e-002  5.6900000e-003  5.2650000e-003
  2.4280000e+001  1.8738000e+000  5.0940000e-002  2.8300000e-002  2.8500000e-002  5.6700000e-003  5.3250000e-003
  2.4300000e+001  1.8740000e+000  5.0845000e-002  2.8300000e-002  2.8500000e-002  5.6900000e-003  5.4550000e-003
  2.4320000e+001  1.8744000e+000  5.0800000e-002  2.8300000e-002  2.8400000e-002  5.7900000e-003  5.4200000e-003
  2.4340000e+001  1.8747000e+000  5.0700000e-002  2.8200000e-002  2.8400000e-002  5.7800000e-003  5.4450000e-003
  2.4360000e+001  1.8748000e+000  5.0700000e-002  2.8200000e-002  2.8400000e-002  5.7900000e-003  5.6100000e-003
  2.4380000e+001  1.8748000e+000  5.0690000e-002  2.8200000e-002  2.8400000e-002  5.9200000e-003  5.6600000e-003
  2.4400000e+001  1.8744000e+000  5.0730000e-002  2.8100000e-002  2.8300000e-002  5.9650000e-003  5.6350000e-003
  2.4420000e+001  1.8746000e+000  5.0775000e-002  2.8100000e-002  2.8300000e-002  6.0050000e-003  5.8000000e-003
  2.4440000e+001  1.8748000e+000  5.0800000e-002  2.8100000e-002  2.8300000e-002  6.1050000e-003  5.9050000e-003
  2.4460000e+001  1.8747000e+000  5.0800000e-002  2.8000000e-002  2.8300000e-002  6.2000000e-003  5.9050000e-003
  2.4480000e+001  1.8745000e+000  5.0800000e-002  2.8100000e-002  2.8300000e-002  6.2300000e-003  6.0100000e-003
  2.4500000e+001  1.8747000e+000  5.0700000e-002  2.8000000e-002  2.8300000e-002  6.3450000e-003  6.1700000e-003
  2.4520000e+001  1.8742000e+000  5.0700000e-002  2.8000000e-002  2.8300000e-002  6.5050000e-003  6.1950000e-003
  2.4540000e+001  1.8742000e+000  5.0600000e-002  2.8000000e-002  2.8300000e-002  6.5500000e-003  6.2750000e-003
  2.4560000e+001  1.8740000e+000  5.0600000e-002  2.8000000e-002  2.8300000e-002  6.6100000e-003  6.4700000e-003
  2.4580000e+001  1.8739000e+000  5.0600000e-002  2.8000000e-002  2.8300000e-002  6.7750000e-003  6.4750000e-003
  2.4600000e+001  1.8738000e+000  5.0600000e-002  2.8000000e-002  2.8300000e-002  6.8500000e-003  6.5000000e-003
  2.4620000e+001  1.8740000e+000  5.0500000e-002  2.7900000e-002  2.8200000e-002  6.9000000e-003  6.6700000e-003
  2.4640000e+001  1.8742000e+000  5.0500000e-002  2.7900000e-002  2.8200000e-002  7.0400000e-003  6.7500000e-003
  2.4660000e+001  1.8742000e+000  5.0600000e-002  2.7800000e-002  2.8200000e-002  7.1100000e-003  6.7500000e-003
  2.4680000e+001  1.8737000e+000  5.0600000e-002  2.7800000e-002  2.8100000e-002  7.1550000e-003  6.8900000e-003
  2.4700000e+001  1.8735000e+000  5.0555000e-002  2.7700000e-002  2.8100000e-002  7.2750000e-003  7.0150000e-003
  2.4720000e+001  1.8733000e+000  5.0500000e-002  2.7660000e-002  2.8000000e-002  7.3750000e-003  7.0200000e-003
  2.4740000e+001  1.8735000e+000  5.0475000e-002  2.7615000e-002  2.8000000e-002  7.4100000e-003  7.1300000e-003
  2.4760000e+001  1.8737000e+000  5.0390000e-002  2.7530000e-002  2.7900000e-002  7.5250000e-003  7.3000000e-003
  2.4780000e+001  1.8740000e+000  5.0405000e-002  2.7495000e-002  2.7900000e-002  7.6500000e-003  7.3550000e-003
  2.4800000e+001  1.8742000e+000  5.0305000e-002  2.7400000e-002  2.7800000e-002  7.7200000e-003  7.4400000e-003
  2.4820000e+001  1.8742000e+000  5.0190000e-002  2.7400000e-002  2.7800000e-002  7.8300000e-003  7.6250000e-003
  2.4840000e+001  1.8743000e+000  5.0000000e-002  2.7300000e-002  2.7755000e-002  8.0100000e-003  7.7200000e-003
  2.4860000e+001  1.8742000e+000  4.9900000e-002  2.7300000e-002  2.7725000e-002  8.0900000e-003  7.7600000e-003
  2.4880000e+001  1.8740000e+000  4.9800000e-002  2.7200000e-002  2.7700000e-002  8.1800000e-003  7.9400000e-003
  2.4900000e+001  1.8740000e+000  4.9700000e-002  2.7100000e-002  2.7600000e-002  8.3300000e-003  8.0850000e-003
  2.4920000e+001  1.8739000e+000  4.9600000e-002  2.7100000e-002  2.7500000e-002  8.4600000e-003  8.1300000e-003
  2.4940000e+001  1.8740000e+000  4.9400000e-002  2.7000000e-002  2.7500000e-002  8.5450000e-003  8.2750000e-003
  2.4960000e+001  1.8741000e+000  4.9305000e-002  2.7000000e-002  2.7500000e-002  8.6900000e-003  8.4350000e-003
  2.4980000e+001  1.8740000e+000  4.9195000e-002  2.6920000e-002  2.7400000e-002  8.8600000e-003  8.4800000e-003
  2.5000000e+001  1.8741000e+000  4.9095000e-002  2.6875000e-002  2.7400000e-002  8.9350000e-003  8.5950000e-003
  2.5020000e+001  1.8741000e+000  4.8985000e-002  2.6840000e-002  2.7300000e-002  9.0250000e-003  8.7700000e-003
  2.5040000e+001  1.8740000e+000  4.8915000e-002  2.6790000e-002  2.7200000e-002  9.1950000e-003  8.8550000e-003
  2.5060000e+001  1.8741000e+000  4.8805000e-002  2.6720000e-002  2.7200000e-002  9.2900000e-003  8.9200000e-003
  2.5080000e+001  1.8740000e+000  4.8690000e-002  2.6690000e-002  2.7100000e-002  9.3600000e-003  9.1250000e-003
  2.5100000e+001  1.8735000e+000  4.8515000e-002  2.6570000e-002  2.7100000e-002  9.5500000e-003  9.2450000e-003
  2.5120000e+001  1.8735000e+000  4.8325000e-002  2.6460000e-002  2.6900000e-002  9.6750000e-003  9.2950000e-003
  2.5140000e+001  1.8736000e+000  4.8140000e-002  2.6350000e-002  2.6800000e-002  9.7450000e-003  9.4700000e-003
  2.5160000e+001  1.8734000e+000  4.8005000e-002  2.6280000e-002  2.6700000e-002  9.9050000e-003  9.6250000e-003
  2.5180000e+001  1.8735000e+000  4.7905000e-002  2.6175000e-002  2.6600000e-002  1.0060000e-002  9.6800000e-003
  2.5200000e+001  1.8735000e+000  4.7750000e-002  2.6110000e-002  2.6500000e-002  1.0140000e-002  9.8250000e-003
  2.5220000e+001  1.8737000e+000  4.7575000e-002  2.5985000e-002  2.6400000e-002  1.0285000e-002  1.0025000e-002
  2.5240000e+001  1.8736000e+000  4.7365000e-002  2.5855000e-002  2.6300000e-002  1.0455000e-002  1.0100000e-002
  2.5260000e+001  1.8737000e+000  4.7175000e-002  2.5725000e-002  2.6200000e-002  1.0535000e-002  1.0210000e-002
  2.5280000e+001  1.8737000e+000  4.7025000e-002  2.5610000e-002  2.6100000e-002  1.0670000e-002  1.0385000e-002
  2.5300000e+001  1.8736000e+000  4.6895000e-002  2.5525000e-002  2.6100000e-002  1.0835000e-002  1.0525000e-002
  2.5320000e+001  1.8735000e+000  4.6750000e-002  2.5420000e-002  2.6000000e-002  1.0970000e-002  1.0610000e-002
  2.5340000e+001  1.8735000e+000  4.6635000e-002  2.5325000e-002  2.6000000e-002  1.1060000e-002  1.0785000e-002
  2.5360000e+001  1.8733000e+000  4.6465000e-002  2.5235000e-002  2.5900000e-002  1.1260000e-002  1.0940000e-002
  2.5380000e+001  1.8732000e+000  4.6315000e-002  2.5145000e-002  2.5800000e-002  1.1405000e-002  1.1030000e-002
  2.5400000e+001  1.8731000e+000  4.6085000e-002  2.5040000e-002  2.5800000e-002  1.1540000e-002  1.1185000e-002
  2.5420000e+001  1.8733000e+000  4.5900000e-002  2.4940000e-002  2.5700000e-002  1.1705000e-002  1.1385000e-002
  2.5440000e+001  1.8734000e+000  4.5710000e-002  2.4825000e-002  2.5590000e-002  1.1890000e-002  1.1465000e-002
  2.5460000e+001  1.8732000e+000  4.5500000e-002  2.4710000e-002  2.5500000e-002  1.2005000e-002  1.1595000e-002
  2.5480000e+001  1.8729000e+000  4.5250000e-002  2.4625000e-002  2.5500000e-002  1.2190000e-002  1.1805000e-002
  2.5500000e+001  1.8727000e+000  4.5070000e-002  2.4560000e-002  2.5400000e-002  1.2345000e-002  1.1935000e-002
  2.5520000e+001  1.8726000e+000  4.4900000e-002  2.4495000e-002  2.5300000e-002  1.2505000e-002  1.2045000e-002
  2.5540000e+001  1.8729000e+000  4.4715000e-002  2.4420000e-002  2.5300000e-002  1.2620000e-002  1.2270000e-002
  2.5560000e+001  1.8729000e+000  4.4495000e-002  2.4290000e-002  2.5100000e-002  1.2800000e-002  1.2395000e-002
  2.5580000e+001  1.8729000e+000  4.4320000e-002  2.4175000e-002  2.5000000e-002  1.2920000e-002  1.2505000e-002
  2.5600000e+001  1.8731000e+000  4.4150000e-002  2.4060000e-002  2.4900000e-002  1.3030000e-002  1.2700000e-002
  2.5620000e+001  1.8729000e+000  4.3935000e-002  2.3965000e-002  2.4855000e-002  1.3220000e-002  1.2870000e-002
  2.5640000e+001  1.8731000e+000  4.3780000e-002  2.3885000e-002  2.4800000e-002  1.3370000e-002  1.2980000e-002
  2.5660000e+001  1.8733000e+000  4.3620000e-002  2.3790000e-002  2.4600000e-002  1.3480000e-002  1.3130000e-002
  2.5680000e+001  1.8733000e+000  4.3415000e-002  2.3640000e-002  2.4555000e-002  1.3650000e-002  1.3370000e-002
  2.5700000e+001  1.8732000e+000  4.3225000e-002  2.3535000e-002  2.4475000e-002  1.3820000e-002  1.3490000e-002
  2.5720000e+001  1.8734000e+000  4.3015000e-002  2.3455000e-002  2.4380000e-002  1.3930000e-002  1.3615000e-002
  2.5740000e+001  1.8730000e+000  4.2830000e-002  2.3350000e-002  2.4275000e-002  1.4075000e-002  1.3845000e-002
  2.5760000e+001  1.8730000e+000  4.2620000e-002  2.3215000e-002  2.4185000e-002  1.4270000e-002  1.3990000e-002
  2.5780000e+001  1.8730000e+000  4.2345000e-002  2.3100000e-002  2.4080000e-002  1.4400000e-002  1.4125000e-002
  2.5800000e+001  1.8730000e+000  4.2110000e-002  2.2945000e-002  2.3960000e-002  1.4545000e-002  1.4335000e-002
  2.5820000e+001  1.8729000e+000  4.1895000e-002  2.2800000e-002  2.3805000e-002  1.4740000e-002  1.4525000e-002
  2.5840000e+001  1.8728000e+000  4.1670000e-002  2.2705000e-002  2.3680000e-002  1.4915000e-002  1.4655000e-002
  2.5860000e+001  1.8727000e+000  4.1455000e-002  2.2570000e-002  2.3555000e-002  1.5040000e-002  1.4830000e-002
  2.5880000e+001  1.8727000e+000  4.1180000e-002  2.2375000e-002  2.3415000e-002  1.5215000e-002  1.5055000e-002
  2.5900000e+001  1.8729000e+000  4.0935000e-002  2.2240000e-002  2.3295000e-002  1.5395000e-002  1.5180000e-002
  2.5920000e+001  1.8728000e+000  4.0720000e-002  2.2110000e-002  2.3195000e-002  1.5555000e-002  1.5355000e-002
  2.5940000e+001  1.8728000e+000  4.0510000e-002  2.2005000e-002  2.3110000e-002  1.5715000e-002  1.5595000e-002
  2.5960000e+001  1.8728000e+000  4.0330000e-002  2.1875000e-002  2.2990000e-002  1.5915000e-002  1.5745000e-002
  2.5980000e+001  1.8732000e+000  4.0155000e-002  2.1750000e-002  2.2910000e-002  1.6055000e-002  1.5875000e-002
  2.6000000e+001  1.8735000e+000  3.9945000e-002  2.1630000e-002  2.2840000e-002  1.6225000e-002  1.6110000e-002
  2.6020000e+001  1.8738000e+000  3.9710000e-002  2.1485000e-002  2.2745000e-002  1.6440000e-002  1.6285000e-002
  2.6040000e+001  1.8736000e+000  3.9525000e-002  2.1375000e-002  2.2690000e-002  1.6575000e-002  1.6430000e-002
  2.6060000e+001  1.8734000e+000  3.9390000e-002  2.1305000e-002  2.2620000e-002  1.6705000e-002  1.6620000e-002
  2.6080000e+001  1.8734000e+000  3.9185000e-002  2.1195000e-002  2.2530000e-002  1.6925000e-002  1.6825000e-002
  2.6100000e+001  1.8733000e+000  3.8990000e-002  2.1040000e-002  2.2415000e-002  1.7065000e-002  1.6940000e-002
  2.6120000e+001  1.8733000e+000  3.8785000e-002  2.0940000e-002  2.2320000e-002  1.7210000e-002  1.7110000e-002
  2.6140000e+001  1.8733000e+000  3.8570000e-002  2.0795000e-002  2.2220000e-002  1.7375000e-002  1.7325000e-002
  2.6160000e+001  1.8730000e+000  3.8315000e-002  2.0665000e-002  2.2100000e-002  1.7550000e-002  1.7455000e-002
  2.6180000e+001  1.8727000e+000  3.8125000e-002  2.0525000e-002  2.1920000e-002  1.7675000e-002  1.7590000e-002
  2.6200000e+001  1.8729000e+000  3.7910000e-002  2.0410000e-002  2.1760000e-002  1.7815000e-002  1.7815000e-002
  2.6220000e+001  1.8733000e+000  3.7700000e-002  2.0315000e-002  2.1635000e-002  1.7990000e-002  1.7965000e-002
  2.6240000e+001  1.8731000e+000  3.7475000e-002  2.0185000e-002  2.1460000e-002  1.8140000e-002  1.8075000e-002
  2.6260000e+001  1.8729000e+000  3.7260000e-002  2.0075000e-002  2.1285000e-002  1.8270000e-002  1.8280000e-002
  2.6280000e+001  1.8726000e+000  3.7070000e-002  1.9985000e-002  2.1160000e-002  1.8430000e-002  1.8450000e-002
  2.6300000e+001  1.8724000e+000  3.6850000e-002  1.9885000e-002  2.1005000e-002  1.8580000e-002  1.8575000e-002
  2.6320000e+001  1.8726000e+000  3.6600000e-002  1.9795000e-002  2.0875000e-002  1.8715000e-002  1.8735000e-002
  2.6340000e+001  1.8729000e+000  3.6390000e-002  1.9695000e-002  2.0780000e-002  1.8885000e-002  1.8905000e-002
  2.6360000e+001  1.8730000e+000  3.6160000e-002  1.9585000e-002  2.0710000e-002  1.9050000e-002  1.9035000e-002
  2.6380000e+001  1.8729000e+000  3.5955000e-002  1.9525000e-002  2.0625000e-002  1.9170000e-002  1.9175000e-002
  2.6400000e+001  1.8729000e+000  3.5755000e-002  1.9450000e-002  2.0575000e-002  1.9320000e-002  1.9355000e-002
  2.6420000e+001  1.8730000e+000  3.5555000e-002  1.9390000e-002  2.0535000e-002  1.9510000e-002  1.9480000e-002
  2.6440000e+001  1.8732000e+000  3.5390000e-002  1.9295000e-002  2.0515000e-002  1.9625000e-002  1.9605000e-002
  2.6460000e+001  1.8733000e+000  3.5200000e-002  1.9190000e-002  2.0435000e-002  1.9785000e-002  1.9765000e-002
  2.6480000e+001  1.8732000e+000  3.5065000e-002  1.9105000e-002  2.0360000e-002  1.9945000e-002  1.9910000e-002
  2.6500000e+001  1.8730000e+000  3.4915000e-002  1.9035000e-002  2.0315000e-002  2.0075000e-002  2.0005000e-002
  2.6520000e+001  1.8732000e+000  3.4730000e-002  1.8960000e-002  2.0245000e-002  2.0215000e-002  2.0180000e-002
  2.6540000e+001  1.8733000e+000  3.4575000e-002  1.8850000e-002  2.0155000e-002  2.0360000e-002  2.0360000e-002
  2.6560000e+001  1.8732000e+000  3.4410000e-002  1.8710000e-002  2.0040000e-002  2.0505000e-002  2.0480000e-002
  2.6580000e+001  1.8730000e+000  3.4265000e-002  1.8580000e-002  1.9975000e-002  2.0640000e-002  2.0630000e-002
  2.6600000e+001  1.8733000e+000  3.4140000e-002  1.8485000e-002  1.9880000e-002  2.0790000e-002  2.0805000e-002
  2.6620000e+001  1.8732000e+000  3.3945000e-002  1.8405000e-002  1.9795000e-002  2.0950000e-002  2.0910000e-002
  2.6640000e+001  1.8731000e+000  3.3810000e-002  1.8305000e-002  1.9700000e-002  2.1055000e-002  2.1055000e-002
  2.6660000e+001  1.8728000e+000  3.3660000e-002  1.8190000e-002  1.9615000e-002  2.1195000e-002  2.1240000e-002
  2.6680000e+001  1.8725000e+000  3.3500000e-002  1.8120000e-002  1.9545000e-002  2.1355000e-002  2.1375000e-002
  2.6700000e+001  1.8725000e+000  3.3440000e-002  1.8045000e-002  1.9455000e-002  2.1485000e-002  2.1480000e-002
  2.6720000e+001  1.8726000e+000  3.3295000e-002  1.7990000e-002  1.9415000e-002  2.1605000e-002  2.1615000e-002
  2.6740000e+001  1.8726000e+000  3.3205000e-002  1.7915000e-002  1.9355000e-002  2.1740000e-002  2.1780000e-002
  2.6760000e+001  1.8729000e+000  3.3135000e-002  1.7835000e-002  1.9270000e-002  2.1870000e-002  2.1850000e-002
  2.6780000e+001  1.8731000e+000  3.3030000e-002  1.7735000e-002  1.9165000e-002  2.1985000e-002  2.1980000e-002
  2.6800000e+001  1.8733000e+000  3.2850000e-002  1.7615000e-002  1.9095000e-002  2.2105000e-002  2.2130000e-002
  2.6820000e+001  1.8729000e+000  3.2785000e-002  1.7540000e-002  1.9015000e-002  2.2230000e-002  2.2210000e-002
  2.6840000e+001  1.8729000e+000  3.2630000e-002  1.7460000e-002  1.8905000e-002  2.2315000e-002  2.2330000e-002
  2.6860000e+001  1.8730000e+000  3.2475000e-002  1.7395000e-002  1.8790000e-002  2.2445000e-002  2.2460000e-002
  2.6880000e+001  1.8733000e+000  3.2295000e-002  1.7320000e-002  1.8715000e-002  2.2570000e-002  2.2570000e-002
  2.6900000e+001  1.8729000e+000  3.2125000e-002  1.7260000e-002  1.8620000e-002  2.2655000e-002  2.2655000e-002
  2.6920000e+001  1.8729000e+000  3.1945000e-002  1.7190000e-002  1.8550000e-002  2.2760000e-002  2.2785000e-002
  2.6940000e+001  1.8729000e+000  3.1810000e-002  1.7155000e-002  1.8485000e-002  2.2880000e-002  2.2890000e-002
  2.6960000e+001  1.8729000e+000  3.1690000e-002  1.7170000e-002  1.8425000e-002  2.2960000e-002  2.2935000e-002
  2.6980000e+001  1.8729000e+000  3.1630000e-002  1.7120000e-002  1.8385000e-002  2.3055000e-002  2.3050000e-002
  2.7000000e+001  1.8731000e+000  3.1550000e-002  1.7065000e-002  1.8310000e-002  2.3175000e-002  2.3160000e-002
  2.7020000e+001  1.8733000e+000  3.1415000e-002  1.7040000e-002  1.8280000e-002  2.3295000e-002  2.3210000e-002
  2.7040000e+001  1.8727000e+000  3.1320000e-002  1.6995000e-002  1.8245000e-002  2.3405000e-002  2.3280000e-002
  2.7060000e+001  1.8728000e+000  3.1255000e-002  1.6975000e-002  1.8195000e-002  2.3500000e-002  2.3420000e-002
  2.7080000e+001  1.8726000e+000  3.1190000e-002  1.6990000e-002  1.8175000e-002  2.3620000e-002  2.3475000e-002
  2.7100000e+001  1.8726000e+000  3.1040000e-002  1.6945000e-002  1.8120000e-002  2.3695000e-002  2.3535000e-002
  2.7120000e+001  1.8729000e+000  3.0970000e-002  1.6910000e-002  1.8070000e-002  2.3805000e-002  2.3655000e-002
  2.7140000e+001  1.8730000e+000  3.0790000e-002  1.6825000e-002  1.8000000e-002  2.3915000e-002  2.3745000e-002
  2.7160000e+001  1.8730000e+000  3.0690000e-002  1.6785000e-002  1.7945000e-002  2.3995000e-002  2.3805000e-002
  2.7180000e+001  1.8730000e+000  3.0580000e-002  1.6715000e-002  1.7885000e-002  2.4075000e-002  2.3940000e-002
  2.7200000e+001  1.8728000e+000  3.0525000e-002  1.6670000e-002  1.7795000e-002  2.4180000e-002  2.4055000e-002
  2.7220000e+001  1.8725000e+000  3.0485000e-002  1.6635000e-002  1.7720000e-002  2.4275000e-002  2.4120000e-002
  2.7240000e+001  1.8725000e+000  3.0415000e-002  1.6615000e-002  1.7670000e-002  2.4295000e-002  2.4215000e-002
  2.7260000e+001  1.8725000e+000  3.0310000e-002  1.6580000e-002  1.7630000e-002  2.4405000e-002  2.4345000e-002
  2.7280000e+001  1.8724000e+000  3.0250000e-002  1.6545000e-002  1.7615000e-002  2.4460000e-002  2.4415000e-002
  2.7300000e+001  1.8726000e+000  3.0195000e-002  1.6530000e-002  1.7585000e-002  2.4515000e-002  2.4510000e-002
  2.7320000e+001  1.8724000e+000  3.0085000e-002  1.6500000e-002  1.7555000e-002  2.4575000e-002  2.4640000e-002
  2.7340000e+001  1.8722000e+000  3.0060000e-002  1.6475000e-002  1.7545000e-002  2.4640000e-002  2.4715000e-002
  2.7360000e+001  1.8723000e+000  3.0055000e-002  1.6440000e-002  1.7515000e-002  2.4675000e-002  2.4755000e-002
  2.7380000e+001  1.8722000e+000  3.0015000e-002  1.6400000e-002  1.7495000e-002  2.4715000e-002  2.4865000e-002
  2.7400000e+001  1.8718000e+000  2.9990000e-002  1.6385000e-002  1.7485000e-002  2.4795000e-002  2.4960000e-002
  2.7420000e+001  1.8720000e+000  2.9950000e-002  1.6345000e-002  1.7460000e-002  2.4835000e-002  2.4985000e-002
  2.7440000e+001  1.8722000e+000  2.9970000e-002  1.6340000e-002  1.7415000e-002  2.4885000e-002  2.5060000e-002
  2.7460000e+001  1.8722000e+000  2.9975000e-002  1.6310000e-002  1.7380000e-002  2.4945000e-002  2.5130000e-002
  2.7480000e+001  1.8720000e+000  3.0020000e-002  1.6270000e-002  1.7315000e-002  2.4980000e-002  2.5160000e-002
  2.7500000e+001  1.8722000e+000  2.9960000e-002  1.6275000e-002  1.7265000e-002  2.5020000e-002  2.5190000e-002
  2.7520000e+001  1.8723000e+000  2.9930000e-002  1.6280000e-002  1.7205000e-002  2.5095000e-002  2.5255000e-002
  2.7540000e+001  1.8724000e+000  2.9975000e-002  1.6225000e-002  1.7180000e-002  2.5145000e-002  2.5285000e-002
  2.7560000e+001  1.8726000e+000  3.0005000e-002  1.6155000e-002  1.7110000e-002  2.5180000e-002  2.5295000e-002
  2.7580000e+001  1.8727000e+000  3.0015000e-002  1.6155000e-002  1.7105000e-002  2.5230000e-002  2.5325000e-002
  2.7600000e+001  1.8727000e+000  2.9980000e-002  1.6105000e-002  1.7115000e-002  2.5290000e-002  2.5340000e-002
  2.7620000e+001  1.8725000e+000  3.0020000e-002  1.6110000e-002  1.7105000e-002  2.5340000e-002  2.5325000e-002
  2.7640000e+001  1.8724000e+000  3.0060000e-002  1.6100000e-002  1.7070000e-002  2.5375000e-002  2.5340000e-002
  2.7660000e+001  1.8722000e+000  3.0150000e-002  1.6080000e-002  1.7090000e-002  2.5440000e-002  2.5360000e-002
  2.7680000e+001  1.8720000e+000  3.0220000e-002  1.6060000e-002  1.7070000e-002  2.5485000e-002  2.5345000e-002
  2.7700000e+001  1.8720000e+000  3.0260000e-002  1.6030000e-002  1.7080000e-002  2.5520000e-002  2.5335000e-002
  2.7720000e+001  1.8720000e+000  3.0305000e-002  1.6025000e-002  1.7070000e-002  2.5570000e-002  2.5370000e-002
  2.7740000e+001  1.8722000e+000  3.0400000e-002  1.6040000e-002  1.7075000e-002  2.5590000e-002  2.5350000e-002
  2.7760000e+001  1.8725000e+000  3.0360000e-002  1.6005000e-002  1.7085000e-002  2.5605000e-002  2.5335000e-002
  2.7780000e+001  1.8723000e+000  3.0305000e-002  1.5965000e-002  1.7090000e-002  2.5640000e-002  2.5380000e-002
  2.7800000e+001  1.8722000e+000  3.0295000e-002  1.5940000e-002  1.7060000e-002  2.5680000e-002  2.5390000e-002
  2.7820000e+001  1.8723000e+000  3.0305000e-002  1.5955000e-002  1.7070000e-002  2.5680000e-002  2.5380000e-002
  2.7840000e+001  1.8727000e+000  3.0310000e-002  1.5960000e-002  1.7060000e-002  2.5675000e-002  2.5380000e-002
  2.7860000e+001  1.8726000e+000  3.0355000e-002  1.5965000e-002  1.7080000e-002  2.5690000e-002  2.5405000e-002
  2.7880000e+001  1.8725000e+000  3.0310000e-002  1.5975000e-002  1.7095000e-002  2.5675000e-002  2.5385000e-002
  2.7900000e+001  1.8722000e+000  3.0250000e-002  1.5945000e-002  1.7135000e-002  2.5655000e-002  2.5420000e-002
  2.7920000e+001  1.8720000e+000  3.0225000e-002  1.5960000e-002  1.7155000e-002  2.5690000e-002  2.5470000e-002
  2.7940000e+001  1.8720000e+000  3.0160000e-002  1.5985000e-002  1.7170000e-002  2.5685000e-002  2.5455000e-002
  2.7960000e+001  1.8720000e+000  3.0145000e-002  1.5985000e-002  1.7210000e-002  2.5640000e-002  2.5490000e-002
  2.7980000e+001  1.8722000e+000  3.0095000e-002  1.6020000e-002  1.7240000e-002  2.5650000e-002  2.5500000e-002
  2.8000000e+001  1.8719000e+000  2.9955000e-002  1.6005000e-002  1.7220000e-002  2.5665000e-002  2.5500000e-002
  2.8020000e+001  1.8718000e+000  2.9860000e-002  1.5980000e-002  1.7235000e-002  2.5635000e-002  2.5510000e-002
  2.8040000e+001  1.8719000e+000  2.9805000e-002  1.6025000e-002  1.7225000e-002  2.5615000e-002  2.5525000e-002
  2.8060000e+001  1.8722000e+000  2.9730000e-002  1.6035000e-002  1.7225000e-002  2.5625000e-002  2.5550000e-002
  2.8080000e+001  1.8726000e+000  2.9775000e-002  1.6050000e-002  1.7175000e-002  2.5610000e-002  2.5520000e-002
  2.8100000e+001  1.8731000e+000  2.9820000e-002  1.6065000e-002  1.7150000e-002  2.5620000e-002  2.5510000e-002
  2.8120000e+001  1.8729000e+000  2.9880000e-002  1.6105000e-002  1.7155000e-002  2.5650000e-002  2.5525000e-002
  2.8140000e+001  1.8727000e+000  2.9970000e-002  1.6105000e-002  1.7110000e-002  2.5665000e-002  2.5505000e-002
  2.8160000e+001  1.8726000e+000  3.0000000e-002  1.6060000e-002  1.7025000e-002  2.5655000e-002  2.5475000e-002
  2.8180000e+001  1.8726000e+000  3.0080000e-002  1.6045000e-002  1.7030000e-002  2.5680000e-002  2.5470000e-002
  2.8200000e+001  1.8725000e+000  3.0155000e-002  1.6065000e-002  1.7025000e-002  2.5675000e-002  2.5440000e-002
  2.8220000e+001  1.8727000e+000  3.0270000e-002  1.6055000e-002  1.7015000e-002  2.5675000e-002  2.5400000e-002
  2.8240000e+001  1.8726000e+000  3.0345000e-002  1.6030000e-002  1.6985000e-002  2.5695000e-002  2.5415000e-002
  2.8260000e+001  1.8727000e+000  3.0485000e-002  1.6005000e-002  1.7020000e-002  2.5700000e-002  2.5385000e-002
  2.8280000e+001  1.8726000e+000  3.0575000e-002  1.6000000e-002  1.7015000e-002  2.5710000e-002  2.5330000e-002
  2.8300000e+001  1.8727000e+000  3.0690000e-002  1.5975000e-002  1.7010000e-002  2.5695000e-002  2.5320000e-002
  2.8320000e+001  1.8726000e+000  3.0750000e-002  1.5970000e-002  1.6995000e-002  2.5725000e-002  2.5305000e-002
  2.8340000e+001  1.8727000e+000  3.0770000e-002  1.5970000e-002  1.7025000e-002  2.5690000e-002  2.5250000e-002
  2.8360000e+001  1.8722000e+000  3.0790000e-002  1.5985000e-002  1.7100000e-002  2.5680000e-002  2.5265000e-002
  2.8380000e+001  1.8720000e+000  3.0840000e-002  1.6000000e-002  1.7050000e-002  2.5685000e-002  2.5245000e-002
  2.8400000e+001  1.8722000e+000  3.0785000e-002  1.5960000e-002  1.7075000e-002  2.5655000e-002  2.5245000e-002
  2.8420000e+001  1.8726000e+000  3.0685000e-002  1.5940000e-002  1.7070000e-002  2.5645000e-002  2.5230000e-002
  2.8440000e+001  1.8727000e+000  3.0670000e-002  1.5935000e-002  1.7090000e-002  2.5615000e-002  2.5265000e-002
  2.8460000e+001  1.8726000e+000  3.0655000e-002  1.5990000e-002  1.7100000e-002  2.5595000e-002  2.5260000e-002
